                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    103,               0.037874,               0.020297,                 0.0232,               0.015798,                0.70011,                 0.8086,                 0.8019,                0.47101,                0.68259,                 0.7899,                0.76452,                0.50669,                 0.0343,               0.023303,               0.016437,               0.015566,                0.00541,                0.00541,                0.00541
                    104,               0.037778,               0.020721,               0.022845,               0.015565,                0.73116,                 0.8261,                0.80866,                0.55384,                0.57608,                0.76903,                0.72387,                0.40199,               0.027413,                  0.023,               0.015922,               0.015474,               0.005365,               0.005365,               0.005365
                    105,               0.032755,               0.020898,               0.025372,               0.016184,                0.60538,                0.78819,                0.77221,                0.54892,                0.59579,                0.77741,                0.76147,                0.44659,               0.028119,               0.022931,               0.016174,               0.015435,                0.00532,                0.00532,                0.00532
                    106,               0.032957,               0.022999,               0.024039,                0.01613,                0.66062,                0.81983,                0.79752,                 0.4366,                0.65635,                0.73148,                0.69115,                0.36151,               0.038062,               0.022914,               0.016793,               0.015106,               0.005275,               0.005275,               0.005275
                    107,               0.045767,               0.022975,               0.024118,               0.015095,                0.63442,                0.81404,                0.78653,                0.50759,                0.62017,                0.79123,                0.73567,                0.43108,               0.029702,               0.022557,                0.01647,               0.015065,                0.00523,                0.00523,                0.00523
                    108,               0.036066,               0.022227,               0.022818,               0.015665,                0.64739,                0.80548,                0.77925,                0.47913,                0.56748,                 0.7746,                0.71972,                0.37954,               0.030944,               0.022221,               0.016713,               0.014988,               0.005185,               0.005185,               0.005185
                    109,               0.036899,               0.021665,               0.022129,               0.016391,                0.60424,                0.79172,                 0.7542,                0.49255,                0.63317,                0.82202,                0.77547,                0.49099,               0.030016,               0.022533,               0.015908,               0.014912,                0.00514,                0.00514,                0.00514
                    110,               0.036153,               0.020269,               0.023389,               0.016617,                0.59175,                 0.8159,                0.79787,                0.53007,                0.57958,                0.80254,                0.75641,                0.40698,               0.030495,               0.023084,               0.016207,               0.014806,               0.005095,               0.005095,               0.005095
                    111,               0.036074,                0.02222,               0.025025,               0.015326,                0.59542,                0.84118,                0.80573,                0.54439,                0.56649,                0.80182,                0.74978,                0.44344,               0.029094,               0.023535,               0.015976,               0.014724,                0.00505,                0.00505,                0.00505
                    112,               0.037305,               0.020438,               0.024134,               0.015387,                0.57183,                 0.8372,                0.79153,                0.51408,                0.52093,                0.76812,                0.70301,                0.37786,               0.031748,               0.024147,               0.016247,               0.014685,               0.005005,               0.005005,               0.005005
                    113,               0.031091,               0.020092,               0.023849,               0.015159,                0.59856,                0.85147,                 0.8091,                0.58982,                 0.5633,                0.79672,                0.75562,                0.43698,               0.026667,               0.024394,               0.015338,               0.014656,                0.00496,                0.00496,                0.00496
                    114,               0.029744,               0.020305,               0.022541,               0.015191,                0.58643,                0.82608,                0.80173,                0.48734,                0.57241,                0.80806,                0.75975,                0.45291,               0.033588,               0.024112,               0.016349,               0.014515,               0.004915,               0.004915,               0.004915
                    115,               0.039932,               0.022116,               0.022134,               0.015513,                 0.5994,                0.80591,                0.77693,                0.51487,                0.61371,                 0.8111,                 0.7802,                0.45254,               0.029323,               0.024037,                0.01582,               0.014462,                0.00487,                0.00487,                0.00487
                    116,               0.034537,               0.022293,               0.022181,               0.016064,                0.56952,                0.80396,                0.75619,                0.51614,                0.60155,                0.83488,                0.76702,                0.46515,               0.031915,               0.023755,               0.015853,               0.014459,               0.004825,               0.004825,               0.004825
                    117,               0.034678,               0.020055,               0.019596,               0.016352,                0.61814,                0.86109,                0.77287,                0.53988,                0.63222,                0.90749,                0.79127,                0.42028,               0.028887,               0.023497,               0.015302,               0.014345,                0.00478,                0.00478,                0.00478
                    118,               0.035561,               0.020248,               0.021586,               0.015375,                0.55738,                0.80003,                0.76359,                0.47536,                0.54332,                 0.7969,                 0.7479,                0.45614,               0.032714,               0.023713,               0.015741,               0.014294,               0.004735,               0.004735,               0.004735
                    119,                0.03442,               0.020575,               0.022102,               0.014863,                0.61009,                0.86711,                0.77113,                0.54439,                 0.6177,                0.86635,                0.77962,                 0.4345,               0.028297,               0.024207,               0.015309,               0.014185,                0.00469,                0.00469,                0.00469
                    120,               0.034259,               0.020141,               0.025661,               0.015249,                0.65871,                0.91758,                0.82481,                0.56446,                0.62821,                0.89443,                0.78585,                 0.4502,               0.025841,               0.022891,               0.015389,               0.014285,               0.004645,               0.004645,               0.004645
                    121,               0.030778,               0.020112,                0.02005,               0.014993,                0.63544,                0.91463,                0.80489,                 0.5639,                0.63198,                0.89331,                 0.7715,                 0.4962,               0.026149,               0.023932,               0.015505,               0.014108,                 0.0046,                 0.0046,                 0.0046
                    122,               0.029596,               0.023289,               0.018395,               0.016122,                0.64754,                0.83341,                0.78161,                0.50825,                0.56441,                0.78262,                0.71037,                 0.4082,                0.03025,               0.024267,               0.017004,               0.014251,               0.004555,               0.004555,               0.004555
                    123,               0.036567,               0.020821,               0.021683,               0.016361,                0.67317,                0.86662,                0.80111,                0.52635,                 0.6299,                0.77433,                 0.7682,                0.43054,               0.028328,               0.023971,               0.017238,               0.014143,                0.00451,                0.00451,                0.00451
                    124,               0.033028,               0.021482,               0.024059,               0.014859,                0.61285,                0.80357,                 0.7696,                0.52396,                0.60841,                0.82235,                0.78885,                0.47019,               0.029913,               0.024025,               0.016338,               0.013834,               0.004465,               0.004465,               0.004465
                    125,               0.036241,               0.022004,               0.024608,               0.015366,                0.65718,                0.88132,                0.81575,                0.56204,                0.60504,                 0.8459,                0.77289,                0.43712,               0.026508,               0.023305,               0.015952,               0.013925,                0.00442,                0.00442,                0.00442
                    126,               0.034528,               0.020535,               0.023977,               0.015634,                0.74569,                0.81164,                 0.8074,                0.55777,                0.59621,                0.82122,                0.75797,                0.43941,               0.028725,               0.023363,               0.015882,               0.013698,               0.004375,               0.004375,               0.004375
                    127,               0.034482,               0.021175,               0.024573,               0.014331,                0.76987,                0.81077,                0.81025,                0.55081,                0.61728,                0.78358,                0.76305,                0.41536,               0.026096,               0.023176,                 0.0154,               0.013567,                0.00433,                0.00433,                0.00433
                    128,               0.033623,               0.019126,               0.020379,               0.015119,                0.65497,                0.85801,                 0.8104,                0.54872,                0.62136,                0.83113,                0.76647,                0.47938,               0.029001,               0.023046,               0.015351,               0.013493,               0.004285,               0.004285,               0.004285
                    129,               0.029749,               0.020821,               0.021294,                0.01496,                0.68322,                0.90178,                0.80566,                0.60663,                0.63427,                0.87925,                0.77791,                0.45979,               0.023009,               0.022831,               0.014476,               0.013465,                0.00424,                0.00424,                0.00424
                    130,               0.030238,               0.023015,               0.017605,               0.016107,                0.59938,                0.89406,                0.78408,                0.50862,                0.59277,                0.84084,                0.75981,                0.42486,               0.029501,               0.023665,               0.015525,               0.013276,               0.004195,               0.004195,               0.004195
                    131,               0.033325,               0.019324,               0.019495,               0.014709,                0.63368,                0.88663,                0.80474,                0.57729,                0.61501,                  0.871,                 0.7781,                0.47541,               0.025214,                0.02347,               0.015104,               0.013229,                0.00415,                0.00415,                0.00415
                    132,                0.03222,                0.02023,               0.021731,               0.014294,                0.80132,                0.81173,                0.81659,                0.48839,                0.73701,                 0.7639,                0.74083,                0.36924,               0.032293,               0.023637,               0.016334,               0.013087,               0.004105,               0.004105,               0.004105
                    133,               0.033852,               0.019728,               0.021366,                0.01356,                0.78953,                0.81053,                0.83104,                0.58916,                0.72026,                0.77141,                0.76851,                0.47697,               0.026274,               0.023767,               0.015675,               0.013083,                0.00406,                0.00406,                0.00406
                    134,               0.032786,               0.021452,               0.023972,               0.014446,                0.76252,                0.82124,                 0.8305,                 0.5165,                0.74331,                0.79384,                0.77739,                0.38919,               0.028677,                0.02348,               0.016034,               0.012994,               0.004015,               0.004015,               0.004015
                    135,               0.031172,               0.020695,               0.021765,               0.014287,                0.74905,                0.82513,                0.83416,                0.60452,                0.71616,                0.78661,                0.78633,                0.49235,                0.02683,               0.023671,               0.015578,               0.012977,                0.00397,                0.00397,                0.00397
                    136,               0.030772,               0.018713,               0.022304,               0.013273,                0.75391,                0.80721,                0.83575,                0.54633,                0.62279,                 0.8895,                0.79974,                0.39948,               0.027694,               0.023044,               0.015808,               0.012859,               0.003925,               0.003925,               0.003925
                    137,               0.029003,               0.019853,               0.022371,               0.014685,                0.75643,                0.81913,                0.83638,                0.63302,                0.75361,                0.82135,                0.79991,                0.48009,               0.023687,               0.023552,               0.015369,               0.012851,                0.00388,                0.00388,                0.00388
                    138,               0.028944,               0.020001,               0.022564,               0.014158,                0.64335,                0.89355,                0.83078,                0.50809,                0.60987,                0.86536,                0.75765,                0.37121,               0.031381,               0.023026,                 0.0165,               0.012794,               0.003835,               0.003835,               0.003835
                    139,               0.037147,               0.020331,                0.02066,               0.014931,                0.65561,                0.88379,                0.83431,                0.60519,                0.61855,                0.83426,                0.78135,                0.46493,               0.024959,               0.022773,               0.015767,               0.012758,                0.00379,                0.00379,                0.00379
                    140,               0.028845,               0.016336,                0.01932,               0.014031,                0.64122,                0.88727,                0.81517,                0.56213,                0.61008,                0.85987,                 0.7643,                0.41667,               0.026198,               0.022451,               0.015528,               0.012759,               0.003745,               0.003745,               0.003745
                    141,               0.034625,               0.021813,               0.022484,               0.013808,                0.65443,                0.88097,                0.81667,                0.59852,                0.63347,                0.89855,                0.79913,                0.50884,               0.023444,               0.021713,               0.015022,               0.012736,                 0.0037,                 0.0037,                 0.0037
                    142,               0.031431,               0.019016,               0.020033,                0.01417,                0.64541,                0.90859,                0.82911,                0.55019,                0.60356,                0.87547,                0.75643,                0.40557,                0.02578,               0.021457,               0.015329,               0.012682,               0.003655,               0.003655,               0.003655
                    143,                0.03139,               0.018311,               0.020882,               0.013888,                0.64083,                0.91837,                0.81981,                 0.5686,                0.62622,                0.88282,                0.78098,                0.49966,               0.023815,               0.021343,               0.015102,               0.012685,                0.00361,                0.00361,                0.00361
                    144,               0.030876,               0.019184,               0.021122,               0.014133,                0.65764,                0.89919,                0.82367,                0.58036,                0.62564,                0.87124,                0.77208,                0.42924,               0.023738,               0.021424,               0.014668,               0.012641,               0.003565,               0.003565,               0.003565
                    145,               0.026147,               0.018383,               0.018059,               0.013875,                0.76045,                0.82658,                0.82034,                0.61777,                 0.6267,                0.80117,                0.76939,                 0.4671,               0.021402,               0.021414,               0.014262,               0.012622,                0.00352,                0.00352,                0.00352
                    146,               0.026848,               0.018043,               0.021446,               0.014172,                0.78496,                0.82918,                0.84083,                0.58851,                0.60747,                0.86778,                0.79436,                0.43278,               0.027461,               0.021829,                0.01439,               0.012442,               0.003475,               0.003475,               0.003475
                    147,               0.031719,               0.022591,               0.021671,               0.015306,                0.66003,                0.89782,                0.83485,                0.58879,                0.62251,                0.87151,                0.79538,                 0.4982,               0.024208,               0.022318,               0.013796,                0.01243,                0.00343,                0.00343,                0.00343
                    148,               0.029712,               0.019807,                0.02012,               0.013498,                0.66462,                0.91068,                0.84286,                  0.584,                0.61941,                0.87707,                0.79978,                0.42361,               0.025458,               0.022781,               0.014138,               0.012346,               0.003385,               0.003385,               0.003385
                    149,               0.029993,               0.018725,               0.018854,               0.013835,                0.82527,                0.81742,                0.85661,                0.61752,                0.77653,                0.78528,                0.81179,                0.52076,               0.023098,               0.023223,               0.013791,               0.012284,                0.00334,                0.00334,                0.00334
                    150,               0.029926,               0.019425,               0.018351,               0.013506,                 0.6496,                0.92123,                0.84581,                0.60852,                0.61314,                0.89204,                0.80807,                0.46928,               0.023858,               0.022893,               0.014238,                0.01229,               0.003295,               0.003295,               0.003295
                    151,               0.029382,                0.01785,               0.017427,                0.01327,                0.65571,                0.90748,                0.83941,                0.60873,                0.61327,                0.88974,                0.80317,                0.51327,               0.024381,               0.022866,               0.014293,               0.012232,                0.00325,                0.00325,                0.00325
                    152,               0.029786,               0.019377,               0.020811,               0.013167,                0.65252,                0.91496,                0.83942,                0.60151,                0.61924,                0.90137,                0.78942,                0.42693,               0.023979,               0.023294,               0.014271,               0.012169,               0.003205,               0.003205,               0.003205
                    153,               0.025981,                0.01808,                0.01848,               0.012711,                0.64142,                0.91468,                0.81407,                0.62821,                0.61457,                0.88863,                0.78218,                0.45331,               0.021725,               0.023708,               0.013771,               0.012161,                0.00316,                0.00316,                0.00316
                    154,               0.027312,               0.018528,               0.020556,               0.013218,                0.64425,                0.92168,                0.81305,                0.52996,                 0.6281,                 0.8959,                0.78115,                0.42807,               0.027809,               0.023195,               0.014617,               0.012047,               0.003115,               0.003115,               0.003115
                    155,               0.033699,               0.019521,               0.019723,               0.013324,                0.64874,                0.92525,                0.82044,                 0.6161,                0.64908,                 0.9175,                0.80854,                0.50577,               0.022819,               0.022952,               0.013943,               0.011978,                0.00307,                0.00307,                0.00307
                    156,               0.028112,               0.018898,               0.018375,               0.013401,                0.64957,                0.91777,                0.83099,                0.54018,                 0.6028,                0.87155,                0.77239,                0.41484,               0.026988,               0.022666,               0.014892,               0.011908,               0.003025,               0.003025,               0.003025
                    157,               0.029255,               0.018352,                   0.02,               0.013294,                0.66984,                0.90456,                0.81529,                0.60008,                0.63259,                0.87961,                0.78256,                0.50166,               0.023323,               0.022671,               0.014139,               0.011896,                0.00298,                0.00298,                0.00298
                    158,               0.026744,               0.018209,               0.017555,               0.013563,                0.64292,                0.90517,                0.81772,                0.61396,                0.61624,                0.88139,                0.79212,                 0.4619,               0.022484,               0.022734,               0.013908,               0.011851,               0.002935,               0.002935,               0.002935
                    159,               0.028814,               0.018361,               0.021829,               0.013622,                0.68737,                0.91537,                0.84051,                0.60003,                0.63751,                0.88546,                0.79574,                0.52486,               0.024887,               0.022767,               0.014179,               0.011824,                0.00289,                0.00289,                0.00289
                    160,               0.028286,               0.019208,               0.019258,               0.014117,                0.68746,                0.90637,                0.83199,                0.61334,                0.79635,                0.79568,                0.79708,                0.43519,                  0.024,               0.023747,               0.013996,               0.011818,               0.002845,               0.002845,               0.002845
                    161,               0.025963,               0.018805,                0.02049,               0.013372,                0.67377,                0.90247,                0.83919,                 0.6339,                0.80232,                0.79482,                0.80495,                0.49731,               0.022431,               0.024244,               0.013444,               0.011754,                 0.0028,                 0.0028,                 0.0028
                    162,               0.027211,               0.018511,               0.019969,               0.012545,                0.78918,                0.82774,                0.84077,                0.57607,                0.77119,                 0.7886,                0.79776,                0.43408,               0.025416,               0.024856,               0.013588,               0.011662,               0.002755,               0.002755,               0.002755
                    163,               0.029261,               0.019152,               0.020099,               0.013358,                 0.7744,                0.82992,                0.83974,                0.61601,                 0.7317,                0.79586,                0.78269,                  0.496,               0.023149,               0.024352,               0.013042,               0.011613,                0.00271,                0.00271,                0.00271
                    164,               0.027954,               0.017447,               0.018857,               0.012587,                0.77574,                0.82619,                0.83725,                0.61047,                0.73845,                0.79198,                  0.787,                0.45316,               0.022644,               0.024224,               0.013207,               0.011614,               0.002665,               0.002665,               0.002665
                    165,               0.028618,               0.020303,               0.020879,               0.012922,                0.77756,                0.83074,                 0.8343,                0.62345,                0.61825,                0.90482,                0.78437,                0.50039,               0.024094,               0.024227,               0.013469,               0.011575,                0.00262,                0.00262,                0.00262
                    166,               0.026856,               0.018568,               0.021481,               0.012879,                0.64476,                0.92927,                0.83795,                0.62155,                0.73747,                0.79172,                 0.7876,                0.43345,               0.022713,               0.024443,               0.013419,               0.011553,               0.002575,               0.002575,               0.002575
                    167,               0.028661,               0.019358,               0.019765,               0.012817,                0.65669,                0.93605,                0.84119,                0.64688,                0.60675,                 0.8768,                0.77809,                0.47851,               0.022613,                0.02439,               0.013449,                0.01152,                0.00253,                0.00253,                0.00253
                    168,               0.026816,               0.018539,               0.022051,               0.012453,                0.64252,                0.92224,                0.83246,                 0.6079,                0.60148,                 0.8751,                0.77605,                0.43312,               0.023221,               0.024318,               0.013578,               0.011501,               0.002485,               0.002485,               0.002485
                    169,               0.024528,               0.017874,               0.018003,               0.012903,                0.78913,                0.81813,                0.82733,                0.62969,                0.59521,                0.88402,                0.78535,                0.45588,                0.02168,               0.024213,               0.013168,               0.011491,                0.00244,                0.00244,                0.00244
                    170,               0.025617,               0.020253,               0.024388,               0.012769,                0.67512,                0.91847,                0.83969,                0.61144,                0.62243,                0.87372,                0.78371,                0.43749,                0.02474,               0.023696,               0.013645,                0.01146,               0.002395,               0.002395,               0.002395
                    171,               0.027693,               0.017729,               0.019224,               0.011934,                0.68507,                0.91907,                 0.8388,                0.64036,                0.62727,                0.87447,                  0.784,                0.48492,               0.022515,               0.022979,               0.013229,               0.011452,                0.00235,                0.00235,                0.00235
                    172,               0.026696,               0.019067,               0.021333,               0.013237,                0.66788,                0.91906,                0.83611,                0.62264,                0.58889,                0.86101,                0.77435,                0.43781,               0.022953,                 0.0229,               0.013381,               0.011409,               0.002305,               0.002305,               0.002305
                    173,               0.026979,                0.01938,               0.021847,               0.012336,                0.80714,                0.80943,                0.83733,                 0.6332,                0.60987,                0.87413,                0.79206,                0.49687,               0.022585,               0.023508,               0.013366,               0.011357,                0.00226,                0.00226,                0.00226
                    174,               0.026505,               0.018946,               0.020684,                0.01238,                0.80078,                0.79667,                0.84333,                0.63931,                0.78125,                0.77902,                0.81171,                0.46081,                 0.0223,               0.023933,                0.01325,               0.011295,               0.002215,               0.002215,               0.002215
                    175,               0.026162,               0.017432,                0.01983,                0.01255,                0.81088,                0.78858,                0.84584,                0.63384,                0.76909,                0.75728,                0.80348,                0.49361,               0.023502,               0.023936,               0.013486,               0.011254,                0.00217,                0.00217,                0.00217
                    176,               0.025815,               0.019202,               0.020119,               0.012849,                0.82912,                0.78689,                0.85499,                0.64945,                0.78731,                0.75297,                0.80355,                0.44435,               0.021891,               0.024407,               0.013174,               0.011227,               0.002125,               0.002125,               0.002125
                    177,                0.02576,               0.019974,               0.023196,               0.012309,                0.65133,                0.91511,                0.85624,                0.67587,                0.60091,                0.88843,                0.80466,                 0.4676,               0.020547,               0.024272,                0.01303,               0.011214,                0.00208,                0.00208,                0.00208
                    178,               0.021855,               0.016556,                0.01764,                0.01263,                0.69107,                0.93457,                0.85382,                0.62561,                0.63122,                 0.8723,                0.79421,                0.47107,               0.023349,                0.02428,               0.013558,               0.011159,               0.002035,               0.002035,               0.002035
                    179,               0.025277,               0.017037,               0.020156,               0.011818,                0.66958,                0.92646,                0.84219,                0.64329,                0.63367,                0.87753,                0.79052,                0.45672,               0.022424,               0.024528,               0.013612,               0.011144,                0.00199,                0.00199,                0.00199
                    180,               0.024693,               0.019154,               0.018788,               0.013226,                0.65468,                0.92974,                0.84871,                0.64155,                0.80239,                0.77006,                0.80068,                0.48651,               0.021143,               0.024592,               0.013394,               0.011102,               0.001945,               0.001945,               0.001945
                    181,               0.025685,               0.018323,               0.020496,               0.012029,                0.66014,                0.92766,                 0.8499,                0.64575,                0.80006,                0.76015,                0.79698,                0.46977,               0.021402,               0.024814,                0.01356,               0.011058,                 0.0019,                 0.0019,                 0.0019
                    182,               0.023979,               0.018677,               0.017436,               0.012483,                0.65293,                0.91739,                0.85532,                0.66662,                0.79799,                0.76529,                0.80116,                0.46977,               0.020103,               0.024985,               0.013452,               0.011001,               0.001855,               0.001855,               0.001855
                    183,               0.024206,               0.019021,               0.022084,               0.012995,                0.65319,                0.92917,                 0.8598,                0.67111,                 0.7863,                0.76123,                 0.8032,                0.46074,               0.020666,               0.024377,               0.013772,               0.010966,                0.00181,                0.00181,                0.00181
                    184,               0.022969,               0.018868,               0.018956,               0.012337,                0.65308,                0.92711,                0.86475,                 0.6664,                0.78617,                0.75913,                0.81114,                  0.458,               0.020749,               0.024498,                0.01402,               0.010937,               0.001765,               0.001765,               0.001765
                    185,               0.022624,               0.018471,               0.017641,               0.012825,                 0.8286,                0.80128,                0.86969,                0.67238,                0.78317,                 0.7608,                0.81685,                0.46257,               0.020631,               0.024404,               0.013978,               0.010912,                0.00172,                0.00172,                0.00172
                    186,               0.023065,               0.018418,               0.020753,               0.011696,                0.64773,                0.93056,                0.87332,                0.65393,                0.82489,                0.76339,                0.82895,                0.51294,               0.021363,               0.024378,               0.013641,               0.010831,               0.001675,               0.001675,               0.001675
                    187,               0.025766,                0.01937,               0.020036,               0.011898,                 0.6474,                0.94369,                0.87626,                0.67319,                0.83002,                0.75287,                0.82251,                0.47233,               0.020198,               0.024887,               0.013135,               0.010774,                0.00163,                0.00163,                0.00163
                    188,               0.023155,               0.018948,               0.019255,               0.012872,                 0.6424,                0.95241,                  0.876,                 0.6631,                0.80135,                0.74771,                0.81903,                0.46206,               0.022033,               0.025343,               0.013303,               0.010768,               0.001585,               0.001585,               0.001585
                    189,               0.024414,               0.018489,               0.020125,               0.011906,                0.80864,                0.80768,                0.87472,                0.67653,                0.80196,                0.74771,                0.81926,                0.46215,               0.020102,               0.025305,               0.012964,                0.01074,                0.00154,                0.00154,                0.00154
                    190,                0.02329,                 0.0159,               0.017413,               0.012007,                0.81641,                0.80544,                0.87279,                 0.6773,                0.77344,                0.77099,                 0.8148,                0.47238,               0.020582,               0.025202,               0.013214,               0.010734,               0.001495,               0.001495,               0.001495
                    191,               0.023639,               0.019633,               0.019453,               0.012156,                 0.8012,                0.80544,                0.87126,                0.68894,                0.76878,                0.76959,                0.81308,                0.46429,               0.019548,               0.025039,               0.012939,               0.010719,                0.00145,                0.00145,                0.00145
                    192,               0.021776,                0.01638,               0.018886,               0.011151,                0.80659,                0.78988,                0.86654,                0.68069,                0.76907,                0.75476,                0.80698,                0.46669,               0.020069,               0.024756,                0.01297,               0.010691,               0.001405,               0.001405,               0.001405
                    193,               0.021914,               0.018571,               0.018834,               0.012404,                0.80343,                0.79148,                0.86547,                0.68377,                0.78264,                0.75378,                0.80542,                0.46597,               0.019653,               0.024724,               0.012812,               0.010657,                0.00136,                0.00136,                0.00136
                    194,               0.023185,               0.019136,               0.020579,               0.012022,                0.63023,                0.94516,                 0.8712,                0.67797,                0.79494,                 0.7558,                0.81007,                0.45639,               0.021848,               0.024594,               0.013369,               0.010602,               0.001315,               0.001315,               0.001315
                    195,               0.025161,               0.018033,               0.020905,               0.011919,                0.85206,                0.78319,                0.87364,                0.68848,                 0.8056,                 0.7555,                0.82305,                0.48065,               0.019341,               0.024629,               0.012853,               0.010574,                0.00127,                0.00127,                0.00127
                    196,               0.024463,               0.017926,               0.019856,               0.011979,                0.85054,                0.78131,                0.87281,                0.68635,                0.79613,                0.74212,                0.81258,                 0.4532,               0.020904,               0.024645,               0.013258,               0.010551,               0.001225,               0.001225,               0.001225
                    197,               0.023579,               0.017516,               0.018102,               0.011921,                0.64043,                0.94525,                0.87336,                0.68993,                0.79687,                0.74113,                0.81069,                0.46808,               0.019618,               0.024751,               0.013059,               0.010533,                0.00118,                0.00118,                0.00118
                    198,                0.02233,               0.017873,               0.019159,               0.011869,                0.63928,                0.94131,                0.87065,                0.69135,                0.79696,                 0.7316,                0.80679,                0.45369,               0.020392,                0.02511,               0.013203,               0.010518,               0.001135,               0.001135,               0.001135
                    199,               0.021397,               0.016945,                 0.0163,               0.010993,                0.62393,                0.93248,                0.86767,                0.69373,                0.82474,                0.73365,                0.80942,                0.47154,               0.019279,               0.025218,               0.012888,               0.010506,                0.00109,                0.00109,                0.00109
                    201,                0.85204,                0.78306,                0.87396,                  0.688,                0.80574,                0.75546,                0.82337,                 0.4806,               0.019339,               0.024631,               0.012859,               0.010576
